Season,TeamA,TeamAState,TeamB,TeamBState,HomeScore,VisitorScore,Margin,Distance
12/11/2010,Army,New York,Navy,Maryland,17,31,-14,205.4
12/4/2010,Cincinnati,Ohio,Pittsburgh,Pennsylvania,10,28,-18,354.5
12/4/2010,West Virginia,West Virginia,Rutgers,New Jersey,35,14,21,464.3
12/4/2010,South Florida,Florida,Connecticut,Connecticut,16,19,-3,1247.3
12/4/2010,Boise State,Montana,Utah State,Utah,50,14,36,714.2
12/4/2010,Louisiana Tech,Louisiana,Nevada-Reno,Nevada,17,35,-18,1824.7
12/4/2010,U.C.L.A.,California,Southern Cal,California,14,28,-14,100
12/4/2010,Washington State,Washington,Washington,Washington,28,35,-7,100
12/4/2010,Oregon State,Oregon,Oregon,Oregon,20,37,-17,100
12/4/2010,Idaho,Idaho,San Jose State,California,26,23,3,908.3
12/4/2010,Hawaii,Hawaii,Nevada-Las Vegas,Nevada,59,21,38,2666
12/4/2010,Florida Atlantic,Florida,Troy,Alabama,7,44,-37,547
12/4/2010,Florida Intl,Florida,Middle Tennessee,Tennessee,27,28,-1,718.2
12/4/2010,U-C-F,Florida,S-M-U,Texas,17,7,10,1366
12/4/2010,South Carolina,South Carolina,Auburn,Alabama,17,56,-39,399
12/4/2010,Virginia Tech,Virginia,Florida State,Florida,44,33,11,807.8
12/4/2010,Oklahoma,Oklahoma,Nebraska,Nebraska,23,20,3,579.4
12/3/2010,Fresno State,California,Illinois,Illinois,25,23,2,2084.9
12/3/2010,Northern Illinois,Illinois,Miami-Ohio,Ohio,21,26,-5,412.1
12/2/2010,Arizona,Arizona,Arizona State,Arizona,29,30,-1,100
11/27/2010,Ohio State,Ohio,Michigan,Michigan,37,7,30,367
11/27/2010,Purdue,Indiana,Indiana,Indiana,31,34,-3,100
11/27/2010,Marshall,Tennessee,Tulane,Louisiana,38,23,15,577.7
11/27/2010,Miami-Florida,Florida,South Florida,Florida,20,23,-3,100
11/27/2010,Mississippi,Mississippi,Mississippi State,Mississippi,23,31,-8,100
11/27/2010,Florida State,Florida,Florida,Florida,31,7,24,100
11/27/2010,Tennessee,Tennessee,Kentucky,Kentucky,24,14,10,268.5
11/27/2010,Clemson,South Carolina,South Carolina,South Carolina,7,29,-22,100
11/27/2010,Memphis,Tennessee,U-C-F,Florida,17,37,-20,718.2
11/27/2010,Connecticut,Connecticut,Cincinnati,Ohio,38,17,21,611.4
11/27/2010,Syracuse,New York,Boston College,Massachusetts,7,16,-9,203.2
11/27/2010,Wisconsin,Wisconsin,Northwestern,Illinois,70,23,47,260.3
11/27/2010,Vanderbilt,Tennessee,Wake Forest,North Carolina,13,34,-21,553.8
11/27/2010,Minnesota,Minnesota,Iowa,Iowa,27,24,3,404.2
11/27/2010,Maryland,Maryland,No Carolina State,North Carolina,38,31,7,314.4
11/27/2010,Duke,North Carolina,North Carolina,North Carolina,19,24,-5,100
11/27/2010,Virginia Tech,Virginia,Virginia,Virginia,37,7,30,100
11/27/2010,Missouri,Missouri,Kansas,Kansas,35,7,28,450.8
11/27/2010,New Mexico State,New Mexico,Hawaii,Hawaii,24,59,-35,3181
11/27/2010,Rice,Texas,U-A-B,Alabama,28,23,5,829.8
11/27/2010,Georgia,Georgia,Georgia Tech,Georgia,42,34,8,100
11/27/2010,Penn State,Pennsylvania,Michigan State,Michigan,22,28,-6,636.3
11/27/2010,Oklahoma State,Oklahoma,Oklahoma,Oklahoma,41,47,-6,100
11/27/2010,California,California,Washington,Washington,13,16,-3,954.6
11/27/2010,Utah,Utah,Brigham Young,Utah,17,16,1,100
11/27/2010,Stanford,California,Oregon State,Oregon,38,0,38,667
11/27/2010,Arkansas,Arkansas,Louisiana State,Louisiana,31,23,8,347.7
11/27/2010,New Mexico,New Mexico,Texas Christian,Texas,17,66,-49,449.2
11/27/2010,Texas Tech,Texas,Houston,Texas,35,20,15,100
11/27/2010,Southern Cal,California,Notre Dame,Indiana,16,20,-4,2232.2
11/27/2010,San Jose State,California,Louisiana Tech,Louisiana,38,45,-7,1905.5
11/27/2010,San Diego State,California,Nevada-Las Vegas,Nevada,48,14,34,556.6
11/27/2010,Fresno State,California,Idaho,Idaho,23,20,3,908.3
11/27/2010,UL-Monroe,Louisiana,UL-Lafayette,Louisiana,22,23,-1,100
11/27/2010,Middle Tennessee,Tennessee,Florida Atlantic,Florida,38,14,24,718.2
11/27/2010,North Texas,Texas,Kansas State,Kansas,41,49,-8,640.8
11/27/2010,Florida Intl,Florida,Arkansas State,Arkansas,31,24,7,991.7
11/27/2010,Troy,Alabama,Western Kentucky,Kentucky,28,14,14,499.6
11/26/2010,Akron,Ohio,Buffalo,New York,22,14,8,535.3
11/26/2010,Toledo,Ohio,Central Michigan,Michigan,42,31,11,367
11/26/2010,Bowling Green,Kentucky,Western Michigan,Michigan,7,41,-34,555.2
11/26/2010,Eastern Michigan,Michigan,Northern Illinois,Illinois,3,71,-68,409.6
11/26/2010,Pittsburgh,Pennsylvania,West Virginia,West Virginia,10,35,-25,335.5
11/26/2010,Rutgers,New Jersey,Louisville,Kentucky,13,40,-27,680.6
11/26/2010,Kent State,Ohio,Ohio,Ohio,28,6,22,100
11/26/2010,East Carolina,North Carolina,S-M-U,Texas,38,45,-7,1388.1
11/26/2010,Alabama,Alabama,Auburn,Alabama,27,28,-1,100
11/26/2010,Arizona State,Arizona,U.C.L.A.,California,55,34,21,398
11/26/2010,Nebraska,Nebraska,Colorado,Colorado,45,17,28,384.7
11/26/2010,Tulsa,Oklahoma,Southern Miss,Mississippi,56,50,6,571.2
11/26/2010,Oregon,Oregon,Arizona,Arizona,48,29,19,1218.1
11/26/2010,Nevada-Reno,Nevada,Boise State,Idaho,34,31,3,542.3
11/25/2010,Texas,Texas,Texas A+M,Texas,17,24,-7,100
11/23/2010,Miami-Ohio,Ohio,Temple,Pennsylvania,23,3,20,354.5
11/20/2010,Indiana,Indiana,Penn State,Pennsylvania,24,41,-17,558.5
11/20/2010,Vanderbilt,Tennessee,Tennessee,Tennessee,10,24,-14,100
11/20/2010,Syracuse,New York,Connecticut,Connecticut,6,23,-17,100.1
11/20/2010,Maryland,Maryland,Florida State,Florida,16,30,-14,949
11/20/2010,Wake Forest,North Carolina,Clemson,South Carolina,10,30,-20,183
11/20/2010,Georgia Tech,Georgia,Duke,North Carolina,30,20,10,428.9
11/20/2010,Boston College,Massachusetts,Virginia,Virginia,17,13,4,619.4
11/20/2010,Cincinnati,Ohio,Rutgers,New Jersey,69,38,31,556
11/20/2010,Michigan State,Michigan,Purdue,Indiana,35,31,4,324.9
11/20/2010,Michigan,Michigan,Wisconsin,Wisconsin,28,48,-20,433.6
11/20/2010,Iowa,Iowa,Ohio State,Ohio,17,20,-3,616.3
11/20/2010,Iowa State,Iowa,Missouri,Missouri,0,14,-14,325.1
11/20/2010,Kansas,Kansas,Oklahoma State,Oklahoma,14,48,-34,357
11/20/2010,Mississippi State,Mississippi,Arkansas,Arkansas,31,38,-7,321.9
11/20/2010,Ball State,Indiana,Northern Illinois,Illinois,21,59,-38,206.4
11/20/2010,Rice,Texas,East Carolina,North Carolina,62,38,24,1387.1
11/20/2010,Western Michigan,Michigan,Kent State,Ohio,38,3,35,367
11/20/2010,Tulsa,Oklahoma,UTEP,Texas,31,28,3,341.4
11/20/2010,Buffalo,New York,Eastern Michigan,Michigan,17,21,-4,816.4
11/20/2010,Wyoming,Wyoming,Colorado State,Colorado,44,0,44,394.5
11/20/2010,Utah State,Utah,Idaho,Idaho,6,28,-22,520.2
11/20/2010,S-M-U,Texas,Marshall,Tennessee,31,17,14,916.9
11/20/2010,Northwestern,Illinois,Illinois,Illinois,27,48,-21,100
11/20/2010,North Carolina,North Carolina,No Carolina State,North Carolina,25,29,-4,100
11/20/2010,California,California,Stanford,California,14,48,-34,100
11/20/2010,Tulane,Louisiana,U-C-F,Florida,14,61,-47,835.9
11/20/2010,Miami-Florida,Florida,Virginia Tech,Virginia,17,31,-14,807.8
11/20/2010,Colorado,Colorado,Kansas State,Kansas,44,36,8,465.4
11/20/2010,Nevada-Reno,Nevada,New Mexico State,New Mexico,52,6,46,912.7
11/20/2010,U-A-B,Alabama,Memphis,Tennessee,31,15,16,258
11/20/2010,Brigham Young,Utah,New Mexico,New Mexico,40,7,33,602.1
11/20/2010,Army,New York,Notre Dame,Indiana,3,27,-24,737.7
11/20/2010,South Florida,Florida,Pittsburgh,Pennsylvania,10,17,-7,1126.5
11/20/2010,Southern Miss,Mississippi,Houston,Texas,59,41,18,673.3
11/20/2010,Baylor,Texas,Oklahoma,Oklahoma,24,53,-29,330.7
11/20/2010,Texas A+M,Texas,Nebraska,Nebraska,9,6,3,738.5
11/20/2010,Louisville,Kentucky,West Virginia,West Virginia,10,17,-7,259.7
11/20/2010,Oregon State,Oregon,Southern Cal,California,36,7,29,667
11/20/2010,Louisiana State,Louisiana,Mississippi,Mississippi,43,36,7,232.6
11/20/2010,San Diego State,California,Utah,Utah,34,38,-4,793.2
11/20/2010,Hawaii,Hawaii,San Jose State,California,41,7,34,2467
11/20/2010,South Carolina,South Carolina,Troy,Alabama,69,24,45,399
11/20/2010,Texas,Texas,Florida Atlantic,Florida,51,17,34,1366
11/20/2010,Navy,Maryland,Arkansas State,Arkansas,35,19,16,1024.2
11/20/2010,Western Kentucky,Kentucky,Middle Tennessee,Tennessee,26,27,-1,268.5
11/20/2010,UL-Lafayette,Louisiana,Florida Intl,Florida,17,38,-21,835.9
11/20/2010,UL-Monroe,Louisiana,North Texas,Texas,49,37,12,570.2
11/20/2010,Florida,Florida,Appalachian State,North Carolina,48,10,38,656.8
11/20/2010,Texas Tech,Texas,Weber State,Utah,64,21,43,1018
11/19/2010,Boise State,Montana,Fresno State,California,51,0,51,1257.6
11/18/2010,Washington,Washington,U.C.L.A.,California,24,7,17,954.6
11/18/2010,Nevada-Las Vegas,Nevada,Air Force,Colorado,20,35,-15,802.7
11/18/2010,Alabama,Alabama,Georgia State,Georgia,63,7,56,277.8
11/17/2010,Akron,Ohio,Miami-Ohio,Ohio,14,19,-5,100
11/17/2010,Toledo,Ohio,Bowling Green,Kentucky,33,14,19,248.9
11/16/2010,Temple,Pennsylvania,Ohio,Ohio,23,31,-8,351.3
11/13/2010,Virginia,Virginia,Maryland,Maryland,23,42,-19,216.9
11/13/2010,West Virginia,West Virginia,Cincinnati,Ohio,37,10,27,285.5
11/13/2010,U-C-F,Florida,Southern Miss,Mississippi,21,31,-10,730.6
11/13/2010,Rutgers,New Jersey,Syracuse,New York,10,13,-3,100
11/13/2010,Duke,North Carolina,Boston College,Massachusetts,16,21,-5,716.9
11/13/2010,Georgia Tech,Georgia,Miami-Florida,Florida,10,35,-25,365.7
11/13/2010,Northwestern,Illinois,Iowa,Iowa,21,17,4,259.9
11/13/2010,Purdue,Indiana,Michigan,Michigan,16,27,-11,324.9
11/13/2010,Wisconsin,Wisconsin,Indiana,Indiana,83,20,63,342.8
11/13/2010,Illinois,Illinois,Minnesota,Minnesota,34,38,-4,614.7
11/13/2010,No Carolina State,North Carolina,Wake Forest,North Carolina,38,3,35,100
11/13/2010,Florida State,Florida,Clemson,South Carolina,16,13,3,497.6
11/13/2010,Oklahoma,Oklahoma,Texas Tech,Texas,45,7,38,341.4
11/13/2010,Baylor,Texas,Texas A+M,Texas,30,42,-12,100
11/13/2010,Nebraska,Nebraska,Kansas,Kansas,20,3,17,224.9
11/13/2010,Florida,Florida,South Carolina,South Carolina,14,36,-22,497.6
11/13/2010,Kentucky,Kentucky,Vanderbilt,Tennessee,38,20,18,268.5
11/13/2010,Alabama,Alabama,Mississippi State,Mississippi,30,10,20,157.9
11/13/2010,Colorado,Colorado,Iowa State,Iowa,34,14,20,774.4
11/13/2010,Western Michigan,Michigan,Eastern Michigan,Michigan,45,30,15,100
11/13/2010,Kent State,Ohio,Army,New York,28,45,-17,535.3
11/13/2010,Colorado State,Colorado,Brigham Young,Utah,10,49,-39,429
11/13/2010,Arkansas,Arkansas,UTEP,Texas,58,21,37,584.1
11/13/2010,Notre Dame,Indiana,Utah,Utah,28,3,25,1571.4
11/13/2010,Marshall,Tennessee,Memphis,Tennessee,28,13,15,100
11/13/2010,Auburn,Alabama,Georgia,Georgia,49,31,18,277.8
11/13/2010,California,California,Oregon,Oregon,13,15,-2,667
11/13/2010,Arizona State,Arizona,Stanford,California,13,17,-4,398
11/13/2010,Navy,Maryland,Central Michigan,Michigan,38,37,1,740.2
11/13/2010,Tulane,Louisiana,Rice,Texas,54,49,5,570.2
11/13/2010,Texas,Texas,Oklahoma State,Oklahoma,16,33,-17,330.7
11/13/2010,Missouri,Missouri,Kansas State,Kansas,38,28,10,450.8
11/13/2010,Ohio State,Ohio,Penn State,Pennsylvania,38,14,24,354.5
11/13/2010,North Carolina,North Carolina,Virginia Tech,Virginia,10,26,-16,154.9
11/13/2010,Louisville,Kentucky,South Florida,Florida,21,24,-3,861.1
11/13/2010,Texas Christian,Texas,San Diego State,California,40,35,5,1407.8
11/13/2010,Air Force,Colorado,New Mexico,New Mexico,48,23,25,406.7
11/13/2010,New Mexico State,New Mexico,Louisiana Tech,Louisiana,20,41,-21,967.5
11/13/2010,Oregon State,Oregon,Washington State,Washington,14,31,-17,359
11/13/2010,Tennessee,Tennessee,Mississippi,Mississippi,52,14,38,346.7
11/13/2010,Arizona,Arizona,Southern Cal,California,21,24,-3,398
11/13/2010,San Jose State,California,Utah State,Utah,34,38,-4,793.2
11/13/2010,Houston,Texas,Tulsa,Oklahoma,25,28,-3,330.7
11/13/2010,Fresno State,California,Nevada-Reno,Nevada,34,35,-1,556.6
11/13/2010,Nevada-Las Vegas,Nevada,Wyoming,Wyoming,42,16,26,767.9
11/13/2010,Arkansas State,Arkansas,Western Kentucky,Kentucky,35,36,-1,547.2
11/13/2010,Troy,Alabama,Florida Intl,Florida,35,52,-17,547
11/13/2010,Middle Tennessee,Tennessee,North Texas,Texas,17,23,-6,916.9
11/13/2010,Florida Atlantic,Florida,UL-Lafayette,Louisiana,24,23,1,835.9
11/13/2010,Louisiana State,Louisiana,UL-Monroe,Louisiana,51,0,51,100
11/12/2010,Buffalo,New York,Ball State,Indiana,3,20,-17,737.7
11/12/2010,Idaho,Idaho,Boise State,Idaho,14,52,-38,100
11/11/2010,Connecticut,Connecticut,Pittsburgh,Pennsylvania,30,28,2,260
11/11/2010,U-A-B,Alabama,East Carolina,North Carolina,42,54,-12,584.9
11/10/2010,Bowling Green,Kentucky,Miami-Ohio,Ohio,21,24,-3,248.9
11/9/2010,Northern Illinois,Illinois,Toledo,Ohio,65,30,35,412.1
11/6/2010,Army,New York,Air Force,Colorado,22,42,-20,1842
11/6/2010,Miami-Florida,Florida,Maryland,Maryland,26,20,6,949
11/6/2010,Clemson,South Carolina,No Carolina State,North Carolina,14,13,1,183
11/6/2010,Duke,North Carolina,Virginia,Virginia,55,48,7,154.9
11/6/2010,Syracuse,New York,Louisville,Kentucky,20,28,-8,700.1
11/6/2010,Indiana,Indiana,Iowa,Iowa,13,18,-5,259.9
11/6/2010,Michigan,Michigan,Illinois,Illinois,67,65,2,409.6
11/6/2010,Wake Forest,North Carolina,Boston College,Massachusetts,13,23,-10,716.9
11/6/2010,Penn State,Pennsylvania,Northwestern,Illinois,35,21,14,737.4
11/6/2010,Purdue,Indiana,Wisconsin,Wisconsin,13,34,-21,342.8
11/6/2010,Michigan State,Michigan,Minnesota,Minnesota,31,8,23,702.2
11/6/2010,Florida State,Florida,North Carolina,North Carolina,35,37,-2,656.8
11/6/2010,Oklahoma State,Oklahoma,Baylor,Texas,55,28,27,341.4
11/6/2010,South Carolina,South Carolina,Arkansas,Arkansas,20,41,-21,699.1
11/6/2010,Vanderbilt,Tennessee,Florida,Florida,14,55,-41,718.2
11/6/2010,Kansas,Kansas,Colorado,Colorado,52,45,7,465.4
11/6/2010,Ball State,Indiana,Akron,Ohio,37,30,7,240.7
11/6/2010,Brigham Young,Utah,Nevada-Las Vegas,Nevada,55,7,48,476.7
11/6/2010,Tulsa,Oklahoma,Rice,Texas,64,27,37,341.4
11/6/2010,Boise State,Montana,Hawaii,Hawaii,42,7,35,3140
11/6/2010,Kent State,Ohio,Temple,Pennsylvania,10,28,-18,354.5
11/6/2010,Utah State,Utah,New Mexico State,New Mexico,27,22,5,602.1
11/6/2010,East Carolina,North Carolina,Navy,Maryland,35,76,-41,314.4
11/6/2010,Oregon,Oregon,Washington,Washington,53,16,37,359
11/6/2010,Tulane,Louisiana,Southern Miss,Mississippi,30,46,-16,232.6
11/6/2010,Iowa State,Iowa,Nebraska,Nebraska,30,31,-1,416.4
11/6/2010,Texas A+M,Texas,Oklahoma,Oklahoma,33,19,14,330.7
11/6/2010,Kansas State,Kansas,Texas,Texas,39,14,25,640.8
11/6/2010,Stanford,California,Arizona,Arizona,42,17,25,398
11/6/2010,Utah,Utah,Texas Christian,Texas,7,47,-40,1018.4
11/6/2010,Louisiana Tech,Louisiana,Fresno State,California,34,40,-6,1903.6
11/6/2010,U-A-B,Alabama,Marshall,Tennessee,17,31,-14,258
11/6/2010,Idaho,Idaho,Nevada-Reno,Nevada,17,63,-46,542.3
11/6/2010,Washington State,Washington,California,California,13,20,-7,954.6
11/6/2010,New Mexico,New Mexico,Wyoming,Wyoming,34,31,3,796.2
11/6/2010,U.C.L.A.,California,Oregon State,Oregon,17,14,3,667
11/6/2010,Texas Tech,Texas,Missouri,Missouri,24,17,7,724.5
11/6/2010,Louisiana State,Louisiana,Alabama,Alabama,24,21,3,389.3
11/6/2010,Memphis,Tennessee,Tennessee,Tennessee,14,50,-36,100
11/6/2010,UTEP,Texas,S-M-U,Texas,28,14,14,100
11/6/2010,San Diego State,California,Colorado State,Colorado,24,19,5,1174
11/6/2010,Southern Cal,California,Arizona State,Arizona,34,33,1,398
11/6/2010,Mississippi,Mississippi,UL-Lafayette,Louisiana,43,21,22,232.7
11/6/2010,Western Kentucky,Kentucky,Florida Atlantic,Florida,16,17,-1,861.1
11/6/2010,Florida Intl,Florida,UL-Monroe,Louisiana,42,35,7,835.9
11/6/2010,North Texas,Texas,Troy,Alabama,35,41,-6,829.8
11/6/2010,Georgia,Georgia,Idaho State,Idaho,55,7,48,2333.1
11/6/2010,Auburn,Alabama,Chattanooga,Tennessee,62,24,38,258
11/6/2010,Kentucky,Kentucky,Charleston Southern,South Carolina,49,21,28,426.6
11/5/2010,Central Michigan,Michigan,Western Michigan,Michigan,26,22,4,100
11/5/2010,Houston,Texas,U-C-F,Florida,33,40,-7,1366
11/4/2010,Ohio,Ohio,Buffalo,New York,34,17,17,535.3
11/4/2010,Virginia Tech,Virginia,Georgia Tech,Georgia,28,21,7,510.9
11/3/2010,South Florida,Florida,Rutgers,New Jersey,28,27,1,1117.2
11/2/2010,Arkansas State,Arkansas,Middle Tennessee,Tennessee,51,24,27,356.8
10/30/2010,Cincinnati,Ohio,Syracuse,New York,7,31,-24,535.3
10/30/2010,Southern Miss,Mississippi,U-A-B,Alabama,49,50,-1,157.9
10/30/2010,Illinois,Illinois,Purdue,Indiana,44,10,34,206.4
10/30/2010,Virginia,Virginia,Miami-Florida,Florida,24,19,5,807.8
10/30/2010,Pittsburgh,Pennsylvania,Louisville,Kentucky,20,3,17,554.1
10/30/2010,Iowa,Iowa,Michigan State,Michigan,37,6,31,582.9
10/30/2010,Indiana,Indiana,Northwestern,Illinois,17,20,-3,206.4
10/30/2010,Boston College,Massachusetts,Clemson,South Carolina,16,10,6,926
10/30/2010,Maryland,Maryland,Wake Forest,North Carolina,62,14,48,314.4
10/30/2010,Western Michigan,Michigan,Northern Illinois,Illinois,21,28,-7,409.6
10/30/2010,South Carolina,South Carolina,Tennessee,Tennessee,38,24,14,425.5
10/30/2010,Arkansas,Arkansas,Vanderbilt,Tennessee,49,14,35,356.8
10/30/2010,Mississippi State,Mississippi,Kentucky,Kentucky,24,17,7,593.6
10/30/2010,Mississippi,Mississippi,Auburn,Alabama,31,51,-20,157.9
10/30/2010,Texas,Texas,Baylor,Texas,22,30,-8,100
10/30/2010,Iowa State,Iowa,Kansas,Kansas,28,16,12,465
10/30/2010,Temple,Pennsylvania,Akron,Ohio,30,0,30,351.3
10/30/2010,Kent State,Ohio,Ball State,Indiana,33,14,19,240.7
10/30/2010,Wyoming,Wyoming,San Diego State,California,38,48,-10,1161.4
10/30/2010,Notre Dame,Indiana,Tulsa,Oklahoma,27,28,-1,804.8
10/30/2010,Marshall,Tennessee,UTEP,Texas,16,12,4,916.9
10/30/2010,Tulane,Louisiana,S-M-U,Texas,17,31,-14,570.2
10/30/2010,Central Michigan,Michigan,Bowling Green,Kentucky,14,17,-3,555
10/30/2010,Washington,Washington,Stanford,California,0,41,-41,954.6
10/30/2010,Georgia,Georgia,Florida,Florida,31,34,-3,365.7
10/30/2010,U-C-F,Florida,East Carolina,North Carolina,49,35,14,656.8
10/30/2010,U.C.L.A.,California,Arizona,Arizona,21,29,-8,398
10/30/2010,Kansas State,Kansas,Oklahoma State,Oklahoma,14,24,-10,357
10/30/2010,Nebraska,Nebraska,Missouri,Missouri,31,17,14,604.6
10/30/2010,Oklahoma,Oklahoma,Colorado,Colorado,43,10,33,792.4
10/30/2010,Buffalo,New York,Miami-Ohio,Ohio,9,21,-12,535.3
10/30/2010,Texas A+M,Texas,Texas Tech,Texas,45,27,18,100
10/30/2010,Navy,Maryland,Duke,North Carolina,31,34,-3,314.4
10/30/2010,Eastern Michigan,Michigan,Toledo,Ohio,7,42,-35,367
10/30/2010,Nevada-Reno,Nevada,Utah State,Utah,56,42,14,476.7
10/30/2010,New Mexico State,New Mexico,San Jose State,California,29,27,2,992.4
10/30/2010,Colorado State,Colorado,New Mexico,New Mexico,38,14,24,406.7
10/30/2010,Oregon State,Oregon,California,California,35,7,28,667
10/30/2010,Arizona State,Arizona,Washington State,Washington,42,0,42,1441.1
10/30/2010,Memphis,Tennessee,Houston,Texas,17,56,-39,916.9
10/30/2010,Air Force,Colorado,Utah,Utah,23,28,-5,429
10/30/2010,Minnesota,Minnesota,Ohio State,Ohio,10,52,-42,885.8
10/30/2010,Penn State,Pennsylvania,Michigan,Michigan,41,31,10,636.3
10/30/2010,Southern Cal,California,Oregon,Oregon,32,53,-21,667
10/30/2010,Nevada-Las Vegas,Nevada,Texas Christian,Texas,6,48,-42,1329
10/30/2010,Hawaii,Hawaii,Idaho,Idaho,45,10,35,2872
10/30/2010,Ohio,Ohio,UL-Lafayette,Louisiana,38,31,7,1013.4
10/30/2010,Western Kentucky,Kentucky,North Texas,Texas,6,33,-27,1115.9
10/30/2010,UL-Monroe,Louisiana,Troy,Alabama,28,14,14,389.3
10/30/2010,Florida Atlantic,Florida,Florida Intl,Florida,21,9,12,100
10/30/2010,North Carolina,North Carolina,William + Mary,Virginia,21,17,4,154.9
10/30/2010,Army,New York,Virginia Military,Virginia,29,7,22,418.3
10/29/2010,Connecticut,Connecticut,West Virginia,West Virginia,16,13,3,581
10/28/2010,No Carolina State,North Carolina,Florida State,Florida,28,24,4,656.8
10/26/2010,Boise State,Montana,Louisiana Tech,Louisiana,49,20,29,1857.5
10/23/2010,Navy,Maryland,Notre Dame,Indiana,35,17,18,616.3
10/23/2010,Louisville,Kentucky,Connecticut,Connecticut,26,0,26,797.8
10/23/2010,Virginia Tech,Virginia,Duke,North Carolina,44,7,37,154.9
10/23/2010,Miami-Florida,Florida,North Carolina,North Carolina,33,10,23,656.8
10/23/2010,Clemson,South Carolina,Georgia Tech,Georgia,27,13,14,183.9
10/23/2010,Boston College,Massachusetts,Maryland,Maryland,21,24,-3,405.8
10/23/2010,East Carolina,North Carolina,Marshall,Tennessee,37,10,27,554.2
10/23/2010,Buffalo,New York,Temple,Pennsylvania,0,42,-42,200.5
10/23/2010,Iowa,Iowa,Wisconsin,Wisconsin,30,31,-1,327.8
10/23/2010,Minnesota,Minnesota,Penn State,Pennsylvania,21,33,-12,1180.3
10/23/2010,Ohio State,Ohio,Purdue,Indiana,49,0,49,240.7
10/23/2010,Northwestern,Illinois,Michigan State,Michigan,27,35,-8,409.6
10/23/2010,Pittsburgh,Pennsylvania,Rutgers,New Jersey,41,21,20,233.2
10/23/2010,West Virginia,West Virginia,Syracuse,New York,14,19,-5,482.6
10/23/2010,Illinois,Illinois,Indiana,Indiana,43,13,30,206.4
10/23/2010,Texas,Texas,Iowa State,Iowa,21,28,-7,915.8
10/23/2010,Vanderbilt,Tennessee,South Carolina,South Carolina,7,21,-14,428.2
10/23/2010,Arkansas,Arkansas,Mississippi,Mississippi,38,24,14,321.9
10/23/2010,Miami-Ohio,Ohio,Ohio,Ohio,13,34,-21,100
10/23/2010,Brigham Young,Utah,Wyoming,Wyoming,25,20,5,482.4
10/23/2010,Baylor,Texas,Kansas State,Kansas,47,42,5,640.8
10/23/2010,Kansas,Kansas,Texas A+M,Texas,10,45,-35,640.8
10/23/2010,Mississippi State,Mississippi,U-A-B,Alabama,29,24,5,157.9
10/23/2010,S-M-U,Texas,Houston,Texas,20,45,-25,100
10/23/2010,Bowling Green,Kentucky,Kent State,Ohio,6,30,-24,248.9
10/23/2010,Akron,Ohio,Western Michigan,Michigan,10,56,-46,367
10/23/2010,Northern Illinois,Illinois,Central Michigan,Michigan,33,7,26,409.6
10/23/2010,Missouri,Missouri,Oklahoma,Oklahoma,36,27,9,419.7
10/23/2010,Oklahoma State,Oklahoma,Nebraska,Nebraska,41,51,-10,579.4
10/23/2010,Arizona,Arizona,Washington,Washington,44,14,30,1441.1
10/23/2010,California,California,Arizona State,Arizona,50,17,33,398
10/23/2010,Tennessee,Tennessee,Alabama,Alabama,10,41,-31,258
10/23/2010,Auburn,Alabama,Louisiana State,Louisiana,24,17,7,389.3
10/23/2010,Idaho,Idaho,New Mexico State,New Mexico,37,14,23,1019.4
10/23/2010,Utah State,Utah,Hawaii,Hawaii,7,45,-38,2950
10/23/2010,Utah,Utah,Colorado State,Colorado,59,6,53,429
10/23/2010,Stanford,California,Washington State,Washington,38,28,10,954.6
10/23/2010,Virginia,Virginia,Eastern Michigan,Michigan,48,21,27,806.1
10/23/2010,Kentucky,Kentucky,Georgia,Georgia,31,44,-13,519.4
10/23/2010,U-C-F,Florida,Rice,Texas,41,14,27,1366
10/23/2010,Toledo,Ohio,Ball State,Indiana,31,24,7,240.7
10/23/2010,Colorado,Colorado,Texas Tech,Texas,24,27,-3,772.2
